"","period","year","month","date","label","account","account_label","account_generic","account_subcategory","account_category","account_statement","value"
"2291","2032-10",2032,10,2032-10-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1754.27
"2292","2032-10",2032,10,2032-10-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3245.73
"2293","2032-10",2032,10,2032-10-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2294","2032-11",2032,11,2032-11-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1763.04
"2295","2032-11",2032,11,2032-11-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1763.04
"2296","2032-11",2032,11,2032-11-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3236.96
"2297","2032-11",2032,11,2032-11-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3236.96
"2298","2032-11",2032,11,2032-11-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1763.04
"2299","2032-11",2032,11,2032-11-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3236.96
"2300","2032-11",2032,11,2032-11-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2301","2032-12",2032,12,2032-12-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1771.86
"2302","2032-12",2032,12,2032-12-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1771.86
"2303","2032-12",2032,12,2032-12-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3228.14
"2304","2032-12",2032,12,2032-12-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3228.14
"2305","2032-12",2032,12,2032-12-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1771.86
"2306","2032-12",2032,12,2032-12-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3228.14
"2307","2032-12",2032,12,2032-12-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2308","2033-01",2033,1,2033-01-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1780.72
"2309","2033-01",2033,1,2033-01-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1780.72
"2310","2033-01",2033,1,2033-01-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3219.28
"2311","2033-01",2033,1,2033-01-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3219.28
"2312","2033-01",2033,1,2033-01-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1780.72
"2313","2033-01",2033,1,2033-01-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3219.28
"2314","2033-01",2033,1,2033-01-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2315","2033-02",2033,2,2033-02-28,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1789.62
"2316","2033-02",2033,2,2033-02-28,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1789.62
"2317","2033-02",2033,2,2033-02-28,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3210.38
"2318","2033-02",2033,2,2033-02-28,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3210.38
"2319","2033-02",2033,2,2033-02-28,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1789.62
"2320","2033-02",2033,2,2033-02-28,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3210.38
"2321","2033-02",2033,2,2033-02-28,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2322","2033-03",2033,3,2033-03-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1798.57
"2323","2033-03",2033,3,2033-03-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1798.57
"2324","2033-03",2033,3,2033-03-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3201.43
"2325","2033-03",2033,3,2033-03-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3201.43
"2326","2033-03",2033,3,2033-03-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1798.57
"2327","2033-03",2033,3,2033-03-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3201.43
"2328","2033-03",2033,3,2033-03-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2329","2033-04",2033,4,2033-04-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1807.56
"2330","2033-04",2033,4,2033-04-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1807.56
"2331","2033-04",2033,4,2033-04-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3192.44
"2332","2033-04",2033,4,2033-04-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3192.44
"2333","2033-04",2033,4,2033-04-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1807.56
"2334","2033-04",2033,4,2033-04-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3192.44
"2335","2033-04",2033,4,2033-04-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2336","2033-05",2033,5,2033-05-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1816.6
"2337","2033-05",2033,5,2033-05-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1816.6
"2338","2033-05",2033,5,2033-05-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3183.4
"2339","2033-05",2033,5,2033-05-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3183.4
"2340","2033-05",2033,5,2033-05-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1816.6
"2341","2033-05",2033,5,2033-05-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3183.4
"2342","2033-05",2033,5,2033-05-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2343","2033-06",2033,6,2033-06-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1825.68
"2344","2033-06",2033,6,2033-06-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1825.68
"2345","2033-06",2033,6,2033-06-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3174.32
"2346","2033-06",2033,6,2033-06-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3174.32
"2347","2033-06",2033,6,2033-06-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1825.68
"2348","2033-06",2033,6,2033-06-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3174.32
"2349","2033-06",2033,6,2033-06-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2350","2033-07",2033,7,2033-07-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1834.81
"2351","2033-07",2033,7,2033-07-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1834.81
"2352","2033-07",2033,7,2033-07-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3165.19
"2353","2033-07",2033,7,2033-07-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3165.19
"2354","2033-07",2033,7,2033-07-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1834.81
"2355","2033-07",2033,7,2033-07-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3165.19
"2356","2033-07",2033,7,2033-07-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2357","2033-08",2033,8,2033-08-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1843.99
"2358","2033-08",2033,8,2033-08-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1843.99
"2359","2033-08",2033,8,2033-08-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3156.01
"2360","2033-08",2033,8,2033-08-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3156.01
"2361","2033-08",2033,8,2033-08-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1843.99
"2362","2033-08",2033,8,2033-08-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3156.01
"2363","2033-08",2033,8,2033-08-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2364","2033-09",2033,9,2033-09-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1853.21
"2365","2033-09",2033,9,2033-09-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1853.21
"2366","2033-09",2033,9,2033-09-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3146.79
"2367","2033-09",2033,9,2033-09-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3146.79
"2368","2033-09",2033,9,2033-09-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1853.21
"2369","2033-09",2033,9,2033-09-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3146.79
"2370","2033-09",2033,9,2033-09-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2371","2033-10",2033,10,2033-10-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1862.47
"2372","2033-10",2033,10,2033-10-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1862.47
"2373","2033-10",2033,10,2033-10-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3137.53
"2374","2033-10",2033,10,2033-10-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3137.53
"2375","2033-10",2033,10,2033-10-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1862.47
"2376","2033-10",2033,10,2033-10-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3137.53
"2377","2033-10",2033,10,2033-10-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2378","2033-11",2033,11,2033-11-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1871.78
"2379","2033-11",2033,11,2033-11-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1871.78
"2380","2033-11",2033,11,2033-11-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3128.22
"2381","2033-11",2033,11,2033-11-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3128.22
"2382","2033-11",2033,11,2033-11-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1871.78
"2383","2033-11",2033,11,2033-11-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3128.22
"2384","2033-11",2033,11,2033-11-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2385","2033-12",2033,12,2033-12-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1881.14
"2386","2033-12",2033,12,2033-12-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1881.14
"2387","2033-12",2033,12,2033-12-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3118.86
"2388","2033-12",2033,12,2033-12-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3118.86
"2389","2033-12",2033,12,2033-12-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1881.14
"2390","2033-12",2033,12,2033-12-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3118.86
"2391","2033-12",2033,12,2033-12-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2392","2034-01",2034,1,2034-01-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1890.55
"2393","2034-01",2034,1,2034-01-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1890.55
"2394","2034-01",2034,1,2034-01-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3109.45
"2395","2034-01",2034,1,2034-01-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3109.45
"2396","2034-01",2034,1,2034-01-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1890.55
"2397","2034-01",2034,1,2034-01-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3109.45
"2398","2034-01",2034,1,2034-01-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2399","2034-02",2034,2,2034-02-28,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1900
"2400","2034-02",2034,2,2034-02-28,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1900
"2401","2034-02",2034,2,2034-02-28,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3100
"2402","2034-02",2034,2,2034-02-28,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3100
"2403","2034-02",2034,2,2034-02-28,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1900
"2404","2034-02",2034,2,2034-02-28,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3100
"2405","2034-02",2034,2,2034-02-28,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2406","2034-03",2034,3,2034-03-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1909.5
"2407","2034-03",2034,3,2034-03-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1909.5
"2408","2034-03",2034,3,2034-03-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3090.5
"2409","2034-03",2034,3,2034-03-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3090.5
"2410","2034-03",2034,3,2034-03-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1909.5
"2411","2034-03",2034,3,2034-03-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3090.5
"2412","2034-03",2034,3,2034-03-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2413","2034-04",2034,4,2034-04-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1919.05
"2414","2034-04",2034,4,2034-04-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1919.05
"2415","2034-04",2034,4,2034-04-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3080.95
"2416","2034-04",2034,4,2034-04-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3080.95
"2417","2034-04",2034,4,2034-04-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1919.05
"2418","2034-04",2034,4,2034-04-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3080.95
"2419","2034-04",2034,4,2034-04-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2420","2034-05",2034,5,2034-05-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1928.64
"2421","2034-05",2034,5,2034-05-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1928.64
"2422","2034-05",2034,5,2034-05-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3071.36
"2423","2034-05",2034,5,2034-05-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3071.36
"2424","2034-05",2034,5,2034-05-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1928.64
"2425","2034-05",2034,5,2034-05-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3071.36
"2426","2034-05",2034,5,2034-05-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2427","2034-06",2034,6,2034-06-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1938.29
"2428","2034-06",2034,6,2034-06-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1938.29
"2429","2034-06",2034,6,2034-06-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3061.71
"2430","2034-06",2034,6,2034-06-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3061.71
"2431","2034-06",2034,6,2034-06-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1938.29
"2432","2034-06",2034,6,2034-06-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3061.71
"2433","2034-06",2034,6,2034-06-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2434","2034-07",2034,7,2034-07-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1947.98
"2435","2034-07",2034,7,2034-07-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1947.98
"2436","2034-07",2034,7,2034-07-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3052.02
"2437","2034-07",2034,7,2034-07-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3052.02
"2438","2034-07",2034,7,2034-07-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1947.98
"2439","2034-07",2034,7,2034-07-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3052.02
"2440","2034-07",2034,7,2034-07-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2441","2034-08",2034,8,2034-08-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1957.72
"2442","2034-08",2034,8,2034-08-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1957.72
"2443","2034-08",2034,8,2034-08-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3042.28
"2444","2034-08",2034,8,2034-08-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3042.28
"2445","2034-08",2034,8,2034-08-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1957.72
"2446","2034-08",2034,8,2034-08-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3042.28
"2447","2034-08",2034,8,2034-08-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2448","2034-09",2034,9,2034-09-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1967.51
"2449","2034-09",2034,9,2034-09-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1967.51
"2450","2034-09",2034,9,2034-09-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3032.49
"2451","2034-09",2034,9,2034-09-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3032.49
"2452","2034-09",2034,9,2034-09-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1967.51
"2453","2034-09",2034,9,2034-09-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3032.49
"2454","2034-09",2034,9,2034-09-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2455","2034-10",2034,10,2034-10-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1977.35
"2456","2034-10",2034,10,2034-10-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1977.35
"2457","2034-10",2034,10,2034-10-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3022.65
"2458","2034-10",2034,10,2034-10-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3022.65
"2459","2034-10",2034,10,2034-10-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1977.35
"2460","2034-10",2034,10,2034-10-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3022.65
"2461","2034-10",2034,10,2034-10-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2462","2034-11",2034,11,2034-11-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1987.23
"2463","2034-11",2034,11,2034-11-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1987.23
"2464","2034-11",2034,11,2034-11-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3012.77
"2465","2034-11",2034,11,2034-11-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3012.77
"2466","2034-11",2034,11,2034-11-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1987.23
"2467","2034-11",2034,11,2034-11-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3012.77
"2468","2034-11",2034,11,2034-11-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2469","2034-12",2034,12,2034-12-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",1997.17
"2470","2034-12",2034,12,2034-12-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-1997.17
"2471","2034-12",2034,12,2034-12-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",3002.83
"2472","2034-12",2034,12,2034-12-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",3002.83
"2473","2034-12",2034,12,2034-12-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-1997.17
"2474","2034-12",2034,12,2034-12-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-3002.83
"2475","2034-12",2034,12,2034-12-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2476","2035-01",2035,1,2035-01-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",2007.15
"2477","2035-01",2035,1,2035-01-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-2007.15
"2478","2035-01",2035,1,2035-01-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",2992.85
"2479","2035-01",2035,1,2035-01-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",2992.85
